ObjectID,TrackID,Mean_YFP,Area_YFP,Slice,Mean_CFP,Area_CFP,YFP/CFP_Ratio
10606,67.0,398.1,308,21,201.9,308,1.9717682020802378
11128,67.0,392.5,322,22,201.0,322,1.9527363184079602
11665,67.0,397.3,329,23,193.7,329,2.051109963861642
12163,67.0,389.9,326,24,203.9,326,1.912211868563021
12697,67.0,402.8,349,25,209.5,349,1.922673031026253
13184,67.0,407.5,413,26,205.1,413,1.9868356899073623
13725,67.0,400.7,379,27,207.4,379,1.9320154291224685
14233,67.0,396.4,408,28,206.4,408,1.9205426356589146
14745,67.0,407.1,397,29,213.2,397,1.909474671669794
15333,67.0,397.2,431,30,213.9,431,1.8569424964936885
15797,67.0,409.1,417,31,223.6,417,1.8296064400715566
16335,67.0,410.4,427,32,216.2,427,1.8982423681776133
16831,67.0,402.8,437,33,216.2,437,1.8630897317298798
17354,67.0,417.2,420,34,217.7,420,1.9163987138263665
17877,67.0,412.1,419,35,210.6,419,1.9567901234567904
18521,67.0,418.2,415,36,218.5,415,1.9139588100686498
18960,67.0,417.7,427,37,216.5,427,1.9293302540415704
19518,67.0,423.8,426,38,208.9,426,2.028721876495931
19963,67.0,417.8,411,39,202.1,411,2.067293419099456
20568,67.0,417.8,414,40,202.6,414,2.0621915103652517
21083,67.0,440.8,381,41,209.3,381,2.1060678451982797
21604,67.0,417.5,348,42,200.6,348,2.0812562313060816
22234,67.0,400.3,339,43,201.2,339,1.9895626242544733
22717,67.0,422.7,361,44,206.0,361,2.0519417475728154
23269,67.0,410.1,316,45,210.3,316,1.9500713266761769
23785,67.0,416.9,288,46,216.8,288,1.9229704797047968
24300,67.0,406.9,283,47,209.3,283,1.9440993788819874
24840,67.0,404.6,294,48,216.7,294,1.867097369635441
25379,67.0,375.3,259,49,214.6,259,1.7488350419384904
25898,67.0,369.8,264,50,207.0,264,1.786473429951691
26542,67.0,348.3,222,51,204.1,222,1.706516413522783
27061,67.0,360.6,235,52,199.8,235,1.8048048048048049
27577,67.0,368.2,223,53,205.0,223,1.7960975609756098
28099,67.0,360.6,209,54,196.2,209,1.8379204892966363
28624,67.0,371.0,247,55,194.1,247,1.9113858835651727
29337,67.0,356.4,187,56,199.4,187,1.7873620862587762
29888,67.0,294.0,150,57,170.8,150,1.721311475409836
30728,67.0,227.3,96,58,155.2,96,1.4645618556701032
31275,67.0,228.3,91,59,149.0,91,1.5322147651006712
31855,67.0,224.1,71,60,148.8,71,1.506048387096774
2340,68.0,225.1,156,5,158.9,156,1.4166142227816236
2597,68.0,284.1,272,6,182.1,272,1.5601317957166394
3165,68.0,299.3,314,7,186.2,314,1.6074113856068746
3642,68.0,302.3,336,8,192.3,336,1.5720228809152366
4253,68.0,303.8,350,9,194.5,350,1.5619537275064268
4814,68.0,307.8,365,10,193.0,365,1.594818652849741
5488,68.0,296.4,215,11,184.2,215,1.6091205211726385
20938,69.0,247.6,110,40,174.5,110,1.4189111747851002
21468,69.0,226.9,256,41,154.6,256,1.4676584734799483
23121,69.0,267.6,178,44,173.9,178,1.5388154111558368
23648,69.0,250.0,89,45,172.2,89,1.4518002322880372
167,70.0,416.2,458,1,218.0,458,1.9091743119266054
632,70.0,420.1,469,2,201.4,469,2.085898709036743
1091,70.0,413.4,442,3,203.7,442,2.0294550810014726
1559,70.0,407.2,414,4,207.1,414,1.9661999034282955
2058,70.0,400.9,370,5,202.1,370,1.983671449777338
2517,70.0,395.9,348,6,196.4,348,2.015784114052953
3153,70.0,389.8,308,7,195.8,308,1.9908069458631257
3787,70.0,379.7,277,8,201.6,277,1.8834325396825398
4272,70.0,378.5,252,9,190.5,252,1.9868766404199476
4812,70.0,379.3,252,10,193.9,252,1.9561629706034038
5477,70.0,390.3,249,11,201.0,249,1.9417910447761195
6006,70.0,382.2,238,12,202.2,238,1.8902077151335313
6605,70.0,326.1,199,13,178.6,199,1.8258678611422174
7114,70.0,319.8,209,14,178.5,209,1.7915966386554623
7796,70.0,265.4,161,15,163.8,161,1.62026862026862
8402,70.0,237.9,164,16,152.9,164,1.5559189012426422
8877,70.0,251.2,144,17,154.6,144,1.6248382923673996
10,71.0,353.3,742,1,223.9,742,1.5779365788298347
466,71.0,360.8,741,2,211.8,741,1.7034938621340887
991,71.0,337.1,742,3,190.3,742,1.7714135575407253
1617,71.0,320.6,765,4,188.1,765,1.70441254651781
2103,71.0,338.6,549,5,197.8,549,1.711830131445905
2602,71.0,326.1,430,6,201.3,430,1.6199701937406856
3281,71.0,306.7,285,7,195.5,285,1.5687979539641943
3899,71.0,294.7,236,8,193.6,236,1.5222107438016528
4501,71.0,273.9,231,9,183.8,231,1.4902067464635471
5040,71.0,273.2,247,10,182.0,247,1.501098901098901
5469,71.0,269.0,257,11,177.0,257,1.5197740112994351
6063,71.0,291.3,225,12,185.9,225,1.566971490048413
6495,71.0,364.7,201,13,218.3,201,1.6706367384333485
6932,71.0,354.2,198,14,215.9,198,1.6405743399722093
7465,71.0,353.8,207,15,215.0,207,1.6455813953488372
7968,71.0,367.7,224,16,219.4,224,1.6759343664539652
8547,71.0,386.3,239,17,226.3,239,1.7070260715863896
9049,71.0,409.7,268,18,237.7,268,1.723601177955406
9609,71.0,411.8,256,19,242.6,256,1.697444352844188
10270,71.0,394.2,289,20,236.9,289,1.6639932460953988
10802,71.0,399.9,305,21,237.4,305,1.6844987363100252
11235,71.0,388.5,318,22,232.9,318,1.6680978960927437
11928,71.0,335.1,342,23,204.6,342,1.6378299120234605
12433,71.0,422.2,253,24,252.8,253,1.6700949367088607
12954,71.0,408.1,256,25,243.2,256,1.678042763157895
13343,71.0,415.0,297,26,242.6,297,1.7106347897774115
13854,71.0,429.1,288,27,248.0,288,1.730241935483871
14496,71.0,467.7,335,28,260.7,335,1.7940161104718066
14989,71.0,472.5,365,29,274.3,365,1.7225665329930733
15469,71.0,485.8,396,30,280.8,396,1.73005698005698
15822,71.0,470.3,458,31,272.7,458,1.7246057939127246
16411,71.0,469.9,403,32,263.1,403,1.7860129228430253
16911,71.0,448.8,439,33,253.7,439,1.7690185258178952
17512,71.0,450.5,428,34,251.4,428,1.7919649960222752
17993,71.0,457.9,455,35,253.2,455,1.8084518167456556
18459,71.0,493.4,459,36,254.1,459,1.9417552144824872
18847,71.0,503.3,479,37,265.5,479,1.895668549905838
19441,71.0,506.0,481,38,266.1,481,1.901540774145058
20244,71.0,496.5,478,39,269.5,478,1.842300556586271
20554,71.0,453.7,487,40,254.0,487,1.7862204724409447
21143,71.0,497.0,454,41,277.0,454,1.7942238267148014
21608,71.0,486.5,486,42,275.0,486,1.769090909090909
22244,71.0,509.4,486,43,286.0,486,1.781118881118881
22891,71.0,494.0,482,44,260.6,482,1.8956254796623175
23308,71.0,471.4,494,45,253.0,494,1.8632411067193675
23743,71.0,492.3,497,46,268.7,497,1.8321548195013027
24299,71.0,483.0,469,47,263.0,469,1.8365019011406845
24950,71.0,455.0,503,48,248.0,503,1.8346774193548387
25636,71.0,493.1,470,49,269.6,470,1.829005934718101
26157,71.0,475.9,490,50,267.9,490,1.7764091078760733
26560,71.0,495.4,508,51,280.4,508,1.7667617689015693
27036,71.0,480.1,490,52,269.3,490,1.7827701448199034
27685,71.0,490.8,474,53,275.1,474,1.7840785169029443
28303,71.0,499.6,455,54,278.8,455,1.7919655667144907
28708,71.0,502.1,454,55,273.4,454,1.8365032918800295
29299,71.0,513.4,472,56,277.6,472,1.8494236311239192
29841,71.0,494.1,478,57,271.7,478,1.8185498711814503
30296,71.0,504.4,521,58,287.8,521,1.7526059763724808
30857,71.0,509.6,508,59,295.6,508,1.7239512855209742
31414,71.0,515.5,493,60,298.9,493,1.7246570759451323
18658,72.0,233.4,148,36,147.5,148,1.5823728813559323
19355,72.0,198.1,97,37,138.0,97,1.4355072463768115
19881,72.0,214.2,100,38,148.7,100,1.4404841963685273
20389,72.0,204.0,118,39,147.3,118,1.3849287169042768
20680,72.0,228.0,199,40,151.0,199,1.509933774834437
21254,72.0,224.0,158,41,148.2,158,1.5114709851551957
22053,73.0,320.1,83,42,223.9,83,1.4296560964716392
22439,73.0,412.2,147,43,264.1,147,1.5607724346838316
23093,73.0,375.1,176,44,243.2,176,1.5423519736842106
23584,73.0,395.2,290,45,244.7,290,1.615038823048631
24045,73.0,406.6,228,46,257.7,228,1.577803647652309
24525,73.0,392.2,210,47,249.0,210,1.5751004016064256
25428,73.0,369.5,222,49,233.2,222,1.5844768439108063
26218,73.0,393.2,294,50,253.8,294,1.5492513790386129
26774,73.0,380.3,452,51,242.1,452,1.5708384964890543
27401,73.0,382.4,440,52,238.7,440,1.602010892333473
27725,73.0,364.3,426,53,232.8,426,1.5648625429553265
28414,73.0,383.9,281,54,239.7,281,1.6015853149770547
28843,73.0,353.8,330,55,232.9,330,1.519106912838128
29372,73.0,357.4,354,56,233.8,354,1.528656971770744
30098,73.0,355.8,297,57,233.1,297,1.5263835263835264
30593,73.0,370.2,417,58,239.2,417,1.5476588628762542
31039,73.0,376.8,389,59,240.2,389,1.5686927560366362
31721,73.0,368.7,313,60,235.2,313,1.5676020408163265
4553,74.0,221.2,190,9,147.2,190,1.502717391304348
5137,74.0,206.7,211,10,144.3,211,1.4324324324324322
5694,74.0,201.9,256,11,145.4,256,1.388583218707015
6203,74.0,204.7,228,12,144.7,228,1.414651002073255
6768,74.0,244.2,190,13,152.2,190,1.604467805519054
7294,74.0,274.8,229,14,161.4,229,1.7026022304832713
7773,74.0,305.8,210,15,166.6,210,1.8355342136854744
8233,74.0,310.7,229,16,170.7,229,1.8201523140011717
8815,74.0,295.3,232,17,167.5,232,1.7629850746268658
9310,74.0,335.6,263,18,179.1,263,1.873813512004467
9880,74.0,337.4,235,19,178.8,235,1.8870246085011184
10262,74.0,330.6,273,20,177.2,273,1.8656884875846504
10764,74.0,340.6,300,21,180.3,300,1.8890737659456462
11350,74.0,333.0,236,22,177.2,236,1.879232505643341
12007,74.0,299.0,234,23,168.8,234,1.7713270142180093
12511,74.0,297.6,197,24,165.3,197,1.8003629764065336
13049,74.0,302.0,166,25,168.4,166,1.7933491686460807
13520,74.0,317.6,145,26,173.1,145,1.834777585210861
13975,74.0,259.0,157,27,159.3,157,1.62586315128688
14658,74.0,250.5,158,28,156.8,158,1.5975765306122447
15180,74.0,268.3,149,29,156.5,149,1.714376996805112
15632,74.0,297.7,161,30,163.4,161,1.8219094247246022
16118,74.0,320.8,215,31,172.5,215,1.8597101449275364
16719,74.0,298.5,151,32,163.5,151,1.8256880733944953
17145,74.0,300.0,165,33,167.3,165,1.7931858936043035
17729,74.0,287.2,172,34,163.9,172,1.7522879804758997
18182,74.0,315.4,189,35,169.3,189,1.8629651506202005
18701,74.0,308.4,231,36,168.0,231,1.8357142857142856
19199,74.0,362.8,267,37,185.1,267,1.9600216099405727
19796,74.0,368.3,172,38,190.8,172,1.930293501048218
20332,74.0,385.1,209,39,196.0,209,1.9647959183673471
20759,74.0,365.4,219,40,187.5,219,1.9487999999999999
21379,74.0,367.1,260,41,188.8,260,1.9443855932203389
21841,74.0,380.2,212,42,188.2,212,2.0201912858660998
22485,74.0,388.5,224,43,193.8,224,2.0046439628482973
22977,74.0,344.7,224,44,181.3,224,1.9012686155543297
23440,74.0,353.9,231,45,181.5,231,1.949862258953168
23989,74.0,375.6,211,46,190.4,211,1.9726890756302522
24715,74.0,387.0,112,47,192.3,112,2.0124804992199685
25124,74.0,382.4,195,48,193.0,195,1.9813471502590672
25712,74.0,392.4,221,49,196.2,221,2.0
26197,74.0,377.3,205,50,194.1,205,1.9438433797011851
26822,74.0,377.9,260,51,191.4,260,1.9743991640543364
27442,74.0,387.1,114,52,186.1,114,2.08006448146158
27732,74.0,825.5,138,53,393.6,138,2.0973069105691056
28111,74.0,835.5,122,54,398.6,122,2.0960863020572003
28905,74.0,848.5,125,55,421.2,125,2.014482431149098
26303,75.0,271.5,347,50,179.4,347,1.5133779264214047
26844,75.0,274.0,399,51,185.6,399,1.4762931034482758
4,76.0,381.6,866,1,219.1,866,1.741670470104975
491,76.0,374.6,841,2,216.3,841,1.7318539066111882
981,76.0,354.4,792,3,205.3,792,1.7262542620555283
1495,76.0,331.7,729,4,190.2,729,1.7439537329127235
2080,76.0,318.1,652,5,182.2,652,1.7458836443468717
2803,76.0,292.7,656,6,177.6,656,1.6480855855855856
3375,76.0,282.7,370,7,174.9,370,1.6163522012578615
4015,76.0,273.4,356,8,172.0,356,1.58953488372093
4426,76.0,261.3,178,9,166.7,178,1.5674865026994602
5050,76.0,252.0,227,10,165.1,227,1.5263476680799517
5364,76.0,264.1,223,11,173.4,223,1.5230680507497116
6148,76.0,286.6,241,12,176.4,241,1.624716553287982
6452,76.0,358.5,312,13,206.9,312,1.7327211213146447
6929,76.0,388.7,322,14,221.2,322,1.7572332730560578
7393,76.0,450.0,331,15,247.7,331,1.8167137666532096
7914,76.0,456.4,367,16,250.1,367,1.8248700519792083
8472,76.0,474.1,344,17,246.7,344,1.9217673287393597
8988,76.0,467.4,426,18,244.1,426,1.9147890208930765
9513,76.0,461.9,432,19,246.9,432,1.8707978938841634
10131,76.0,464.9,452,20,252.9,452,1.838275998418347
10607,76.0,467.4,460,21,253.8,460,1.8416075650118202
11110,76.0,479.4,446,22,248.8,446,1.9268488745980705
11631,76.0,481.7,443,23,235.9,443,2.041966935142009
12158,76.0,485.0,452,24,239.3,452,2.0267446719598827
12691,76.0,497.0,467,25,241.2,467,2.060530679933665
13209,76.0,493.6,457,26,233.6,457,2.1130136986301373
13720,76.0,465.0,440,27,231.3,440,2.0103761348897535
14207,76.0,479.0,448,28,239.9,448,1.9966652771988327
14722,76.0,476.1,465,29,227.8,465,2.0899912203687445
15291,76.0,491.7,462,30,227.6,462,2.1603690685413004
15769,76.0,498.6,476,31,230.0,476,2.167826086956522
16299,76.0,475.9,508,32,234.1,508,2.032891926527125
16799,76.0,489.2,499,33,238.2,499,2.0537363560033586
17309,76.0,497.3,470,34,238.7,470,2.0833682446585673
17829,76.0,487.9,477,35,232.5,477,2.0984946236559137
18354,76.0,508.3,469,36,243.1,469,2.090909090909091
18859,76.0,484.6,474,37,241.4,474,2.007456503728252
19398,76.0,474.6,479,38,234.4,479,2.0247440273037545
19940,76.0,469.0,463,39,239.8,463,1.9557964970809008
20467,76.0,472.6,470,40,241.9,470,1.9536998759818107
21014,76.0,479.7,461,41,246.2,461,1.9484159220146222
21543,76.0,467.1,491,42,231.7,491,2.0159689253344846
22090,76.0,474.2,498,43,230.8,498,2.054592720970537
22625,76.0,480.3,497,44,236.6,497,2.0300084530853764
23165,76.0,457.7,483,45,237.5,483,1.927157894736842
23759,76.0,460.2,460,46,235.9,460,1.9508266214497667
24338,76.0,426.8,470,47,227.5,470,1.8760439560439561
24899,76.0,452.5,477,48,240.8,477,1.8791528239202657
25443,76.0,428.9,468,49,226.7,468,1.8919276576973973
25978,76.0,415.7,476,50,212.0,476,1.9608490566037735
26655,76.0,419.9,478,51,223.8,478,1.8762287756925824
26991,76.0,428.3,475,52,229.5,475,1.866230936819172
27547,76.0,455.1,471,53,233.6,471,1.9482020547945207
28134,76.0,443.9,487,54,236.7,487,1.875369666244191
28680,76.0,455.1,495,55,244.5,495,1.8613496932515339
29199,76.0,464.2,486,56,254.6,486,1.8232521602513747
29790,76.0,452.5,487,57,251.1,487,1.8020708880923935
30364,76.0,435.4,474,58,247.4,474,1.7599029911075181
30883,76.0,446.0,457,59,251.5,457,1.7733598409542743
31480,76.0,425.7,479,60,242.1,479,1.758364312267658
14304,77.0,599.5,166,28,308.6,166,1.942644199611147
15002,77.0,572.8,308,29,311.4,308,1.8394348105330764
15513,77.0,567.6,310,30,306.1,310,1.854295981705325
16074,77.0,585.6,261,31,321.2,261,1.8231631382316316
16680,77.0,550.1,231,32,300.7,231,1.8293980711672766
17739,77.0,609.4,228,34,318.3,228,1.9145460257618598
18153,77.0,604.7,216,35,317.9,216,1.9021704938659958
6057,78.0,190.1,240,12,140.4,240,1.353988603988604
6548,78.0,222.3,218,13,149.7,218,1.4849699398797598
6974,78.0,238.8,241,14,155.1,241,1.5396518375241781
7467,78.0,242.6,265,15,153.0,265,1.5856209150326797
8060,78.0,276.0,270,16,163.3,270,1.6901408450704225
8796,78.0,242.9,380,17,155.8,380,1.5590500641848524
9176,78.0,253.7,395,18,157.9,395,1.6067131095630145
9546,78.0,273.5,315,19,164.3,315,1.6646378575776017
10155,78.0,290.5,309,20,169.0,309,1.7189349112426036
10683,78.0,289.0,304,21,167.3,304,1.7274357441721457
11258,78.0,290.9,326,22,169.8,326,1.7131919905771493
11745,78.0,291.8,272,23,166.2,272,1.755716004813478
12321,78.0,269.4,345,24,162.0,345,1.6629629629629628
12759,78.0,290.2,281,25,168.7,281,1.7202133965619444
13235,78.0,287.4,306,26,166.3,306,1.7282020444978952
13781,78.0,262.0,324,27,161.2,324,1.6253101736972706
14565,78.0,248.9,441,28,157.9,441,1.5763141228625712
14784,78.0,290.0,380,29,170.8,380,1.6978922716627634
15254,78.0,298.6,389,30,173.2,389,1.7240184757505777
15812,78.0,306.8,412,31,174.5,412,1.758166189111748
16387,78.0,307.7,378,32,177.3,378,1.7354765933446135
16841,78.0,319.1,354,33,180.6,354,1.766888150609081
17340,78.0,304.1,361,34,174.5,361,1.7426934097421205
17839,78.0,309.4,348,35,172.6,348,1.7925840092699883
18403,78.0,314.7,358,36,177.4,358,1.7739571589627958
18912,78.0,311.6,422,37,175.1,422,1.7795545402627073
19464,78.0,310.3,405,38,174.8,405,1.7751716247139588
20023,78.0,328.2,408,39,180.8,408,1.8152654867256635
20533,78.0,322.5,368,40,175.8,368,1.834470989761092
21082,78.0,319.8,379,41,176.1,379,1.8160136286201023
21711,78.0,305.2,373,42,170.6,373,1.7889800703399765
22230,78.0,319.8,364,43,177.8,364,1.798650168728909
22754,78.0,317.8,333,44,175.0,333,1.816
23218,78.0,324.7,367,45,177.4,367,1.8303269447576098
23786,78.0,324.2,407,46,176.1,407,1.8409994321408292
24387,78.0,321.5,434,47,175.3,434,1.8339988590986878
24855,78.0,327.6,363,48,178.8,363,1.832214765100671
25372,78.0,324.9,389,49,176.2,389,1.843927355278093
25906,78.0,332.1,361,50,181.5,361,1.8297520661157025
26531,78.0,335.9,366,51,181.2,366,1.8537527593818985
27110,78.0,328.4,354,52,180.6,354,1.8183831672203765
27715,78.0,330.2,354,53,181.2,354,1.8222958057395144
28116,78.0,330.4,346,54,179.4,346,1.841694537346711
28669,78.0,330.4,345,55,177.4,345,1.8624577226606538
29289,78.0,337.8,321,56,179.7,321,1.879799666110184
29761,78.0,339.8,346,57,181.8,346,1.869086908690869
30295,78.0,340.7,349,58,184.1,349,1.850624660510592
30858,78.0,331.5,351,59,180.5,351,1.8365650969529086
31410,78.0,329.6,358,60,185.0,358,1.7816216216216219
2404,79.0,179.3,111,5,142.3,111,1.2600140548137737
2902,79.0,203.7,124,6,153.2,124,1.3296344647519582
3455,79.0,232.7,128,7,165.4,128,1.4068923821039903
4035,79.0,232.2,119,8,167.2,119,1.388755980861244
4374,79.0,242.0,208,9,174.3,208,1.3884107860011474
5002,79.0,259.1,201,10,180.1,201,1.4386451971127154
5433,79.0,240.4,288,11,170.4,288,1.4107981220657277
5999,79.0,229.7,278,12,167.0,278,1.3754491017964072
6386,79.0,264.9,294,13,186.5,294,1.4203753351206434
7005,79.0,269.5,275,14,188.0,275,1.4335106382978724
7557,79.0,276.8,320,15,190.4,320,1.453781512605042
8033,79.0,287.0,298,16,196.7,298,1.4590747330960856
8586,79.0,289.4,279,17,197.7,279,1.4638340920586748
9124,79.0,304.7,347,18,208.8,347,1.4592911877394634
9623,79.0,286.3,400,19,198.1,400,1.4452296819787986
10093,79.0,270.3,468,20,191.3,468,1.4129639309984316
10612,79.0,318.5,355,21,214.7,355,1.4834653004191896
11239,79.0,323.0,348,22,218.2,348,1.4802933088909258
11754,79.0,324.0,343,23,219.5,343,1.4760820045558087
12298,79.0,327.4,347,24,216.3,347,1.5136384650947756
12838,79.0,327.9,353,25,214.6,353,1.5279589934762348
13297,79.0,331.5,373,26,215.4,373,1.5389972144846795
13778,79.0,320.2,336,27,212.4,336,1.507532956685499
14306,79.0,331.9,344,28,213.7,344,1.553111839026673
14841,79.0,338.2,347,29,217.7,347,1.55351401010565
15346,79.0,341.4,346,30,220.1,346,1.5511131303952748
15806,79.0,337.5,349,31,217.2,349,1.5538674033149171
16373,79.0,331.5,342,32,215.3,342,1.5397120297259637
16825,79.0,320.7,310,33,210.2,310,1.5256898192197907
17511,79.0,316.8,298,34,209.9,298,1.509290138161029
17907,79.0,317.4,292,35,207.7,292,1.5281656234954262
18549,79.0,317.8,269,36,210.5,269,1.5097387173396675
19059,79.0,316.0,268,37,203.9,268,1.5497793035801863
19519,79.0,289.9,300,38,192.2,300,1.5083246618106139
20148,79.0,296.1,278,39,193.1,278,1.5334023821853964
20503,79.0,298.3,265,40,200.1,265,1.4907546226886557
21053,79.0,332.0,284,41,217.0,284,1.5299539170506913
21632,79.0,331.9,293,42,216.1,293,1.5358630263766775
22238,79.0,332.0,313,43,217.9,313,1.5236346948141348
22703,79.0,322.7,286,44,215.9,286,1.494673459935155
23221,79.0,328.9,291,45,218.5,291,1.5052631578947366
23746,79.0,337.1,311,46,223.6,311,1.5076028622540252
24293,79.0,331.2,317,47,216.9,317,1.5269709543568464
24790,79.0,333.0,280,48,221.0,280,1.506787330316742
25354,79.0,331.7,316,49,218.9,316,1.515303791685701
25939,79.0,324.1,320,50,216.2,320,1.4990749306197966
26445,79.0,340.9,321,51,222.5,321,1.532134831460674
27039,79.0,334.7,306,52,221.4,306,1.511743450767841
27530,79.0,338.1,316,53,223.1,316,1.5154639175257734
28091,79.0,336.8,326,54,223.5,326,1.5069351230425057
28644,79.0,342.0,312,55,226.8,312,1.507936507936508
29171,79.0,327.0,347,56,219.2,347,1.4917883211678833
29739,79.0,337.0,326,57,220.5,326,1.528344671201814
30319,79.0,328.4,347,58,216.5,347,1.5168591224018475
30824,79.0,337.3,316,59,223.6,316,1.5084973166368516
31364,79.0,323.6,348,60,218.9,348,1.4783005938784834
62,80.0,472.8,678,1,242.1,678,1.952912019826518
580,80.0,440.5,673,2,237.3,673,1.85630004214075
1139,80.0,372.2,642,3,213.9,642,1.740065451145395
1834,80.0,341.7,469,4,202.7,469,1.6857424765663542
2212,80.0,365.7,371,5,210.9,371,1.7339971550497866
2675,80.0,403.5,409,6,229.0,409,1.762008733624454
3299,80.0,431.7,415,7,242.1,415,1.7831474597273853
3841,80.0,458.5,420,8,254.4,420,1.8022798742138364
4351,80.0,481.5,414,9,262.9,414,1.8314948649676686
4921,80.0,496.9,407,10,269.5,407,1.8437847866419295
5404,80.0,488.6,438,11,270.1,438,1.808959644576083
5940,80.0,490.9,445,12,273.0,445,1.798168498168498
6512,80.0,505.6,460,13,282.3,460,1.7910024796315975
6931,80.0,492.2,471,14,276.1,471,1.7826874320898223
7386,80.0,486.6,486,15,275.3,486,1.7675263349073738
7958,80.0,493.8,459,16,278.1,459,1.7756202804746493
8579,80.0,500.2,441,17,278.2,441,1.7979870596693026
9077,80.0,497.7,404,18,274.0,404,1.8164233576642335
9654,80.0,501.3,415,19,272.3,415,1.8409842085934631
10103,80.0,484.5,434,20,269.7,434,1.796440489432703
10662,80.0,504.9,409,21,271.7,409,1.8582995951417003
11302,80.0,494.3,411,22,273.0,411,1.8106227106227106
11801,80.0,507.6,417,23,274.8,417,1.8471615720524017
12370,80.0,503.3,430,24,260.7,430,1.930571538166475
12925,80.0,519.4,400,25,261.1,400,1.9892761394101874
13396,80.0,537.9,387,26,262.2,387,2.051487414187643
13945,80.0,525.6,383,27,265.8,383,1.9774266365688487
14365,80.0,514.9,384,28,265.3,384,1.94082171127026
14880,80.0,508.8,378,29,261.7,378,1.9442109285441347
15366,80.0,493.8,347,30,258.5,347,1.9102514506769825
15839,80.0,499.2,347,31,261.1,347,1.9119111451551127
16377,80.0,520.4,394,32,262.4,394,1.9832317073170733
16812,80.0,495.8,399,33,252.9,399,1.9604586793198893
17350,80.0,516.9,408,34,264.5,408,1.9542533081285443
17895,80.0,504.2,418,35,268.2,418,1.8799403430275914
18399,80.0,490.7,400,36,262.7,400,1.8679101636848117
19004,80.0,493.4,347,37,263.0,347,1.8760456273764257
19452,80.0,481.5,358,38,262.0,358,1.8377862595419847
20010,80.0,473.1,363,39,253.9,363,1.8633320204805042
20803,80.0,521.4,399,40,259.2,399,2.011574074074074
21177,80.0,520.4,451,41,245.6,451,2.1188925081433223
21762,80.0,489.0,447,42,244.7,447,1.998365345320801
22203,80.0,486.3,390,43,252.7,390,1.9244163039176891
22748,80.0,501.6,423,44,261.5,423,1.918164435946463
23285,80.0,488.2,416,45,252.6,416,1.9326999208234363
23827,80.0,487.7,390,46,254.5,390,1.9163064833005894
24305,80.0,475.8,364,47,255.6,364,1.8615023474178405
24909,80.0,483.9,397,48,259.9,397,1.8618699499807618
25434,80.0,490.9,342,49,261.5,342,1.877246653919694
25995,80.0,490.7,355,50,264.4,355,1.8559001512859306
26632,80.0,501.7,319,51,264.1,319,1.899659219992427
27211,80.0,483.6,362,52,256.5,362,1.8853801169590645
27769,80.0,508.9,369,53,258.4,369,1.9694272445820433
28200,80.0,490.9,378,54,259.1,378,1.8946352759552294
28671,80.0,489.4,410,55,265.5,410,1.8433145009416194
29325,80.0,491.7,404,56,260.7,404,1.8860759493670887
29777,80.0,496.1,385,57,259.6,385,1.9110169491525424
30284,80.0,507.0,362,58,261.9,362,1.9358533791523485
30913,80.0,510.0,391,59,268.3,391,1.900857249347745
31464,80.0,510.9,368,60,268.6,368,1.9020848845867457
26566,81.0,430.2,213,51,331.9,213,1.2961735462488702
27398,81.0,353.3,375,52,259.8,375,1.3598922247882987
27780,81.0,321.7,1156,53,214.9,1156,1.4969753373662167
28399,81.0,326.0,994,54,213.7,994,1.525503041647169
28916,81.0,318.8,1221,55,210.1,1221,1.5173726796763447
29499,81.0,329.3,616,56,212.3,616,1.551106924163919
29982,81.0,318.6,542,57,205.6,542,1.5496108949416343
30249,81.0,631.8,173,58,522.6,173,1.208955223880597
31225,81.0,324.6,557,59,218.0,557,1.4889908256880735
31653,81.0,387.9,348,60,286.1,348,1.3558196434813001
30620,82.0,241.7,296,58,152.8,296,1.581806282722513
31147,82.0,276.2,358,59,168.3,358,1.6411170528817587
31765,82.0,238.0,221,60,150.4,221,1.5824468085106382
20978,83.0,193.2,808,40,151.1,808,1.2786234281932494
21360,83.0,204.2,736,41,156.1,736,1.3081358103779628
22004,83.0,203.9,636,42,156.1,636,1.3062139654067906
22437,83.0,200.3,615,43,153.9,615,1.3014944769330734
23548,83.0,207.6,766,45,160.6,766,1.2926525529265256
24140,83.0,202.6,812,46,157.7,812,1.284717818642993
24744,83.0,200.8,447,47,156.0,447,1.2871794871794873
25206,83.0,232.6,1480,48,174.7,1480,1.3314253005151688
25821,83.0,196.8,804,49,155.6,804,1.2647814910025708
26322,83.0,194.3,534,50,154.1,534,1.2608695652173914
26921,83.0,193.5,596,51,152.9,596,1.2655330281229562
27474,83.0,193.8,774,52,155.0,774,1.2503225806451614
298,84.0,207.5,159,1,153.5,159,1.3517915309446253
746,84.0,195.5,165,2,145.5,165,1.3436426116838487
1162,84.0,256.0,194,3,171.7,194,1.4909726266744323
1744,84.0,311.6,180,4,192.4,180,1.6195426195426197
2023,84.0,351.0,220,5,211.2,220,1.6619318181818183
2509,84.0,369.1,284,6,218.8,284,1.686928702010969
3054,84.0,417.1,363,7,245.5,363,1.6989816700610998
3583,84.0,426.5,377,8,251.2,377,1.6978503184713376
4133,84.0,433.2,409,9,253.7,409,1.7075285770595192
4717,84.0,451.9,402,10,257.3,402,1.7563155849203262
5348,84.0,456.2,406,11,261.4,406,1.7452180566182098
